source_kind,intent,model_id,season,variant_id,manufacturer_sku,quantity,unit,asset_ids,store_id,source_document,source_row,category,size,tier,bsl_mm,status,manufacturer,model_name,note
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,8,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row21,SKI_BOOT,22/22.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS S/PRO DELTA R80 W GW Black/L,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,12,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row22,SKI_BOOT,23/23.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS SENSE RT GW Black/Black/White,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,16,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row23,SKI_BOOT,24/24.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS SENSE RT GW Black/Black/White,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,20,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row24,SKI_BOOT,25/25.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS SENSE RT GW Black/Black/White,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,24,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row25,SKI_BOOT,26/26.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS SENSE RT GW Black/Black/White,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,24,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row26,SKI_BOOT,27/27.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS SENSE RT GW Black/Black/White,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,20,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row27,SKI_BOOT,28/28.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS SENSE RT GW Black/Black/White,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,8,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row28,SKI_BOOT,29/29.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS SENSE RT GW Black/Black/White,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,4,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row29,SKI_BOOT,30/30.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS SENSE RT GW Black/Black/White,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,15,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row30,SKI_BOOT,22/22.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS T3 RT Copen,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,15,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row31,SKI_BOOT,23/23.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS T3 RT Copen,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,15,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row32,SKI_BOOT,24/24.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS T3 RT Copen,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,12,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row33,SKI_BOOT,20,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS T2 RT Copen,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,12,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row34,SKI_BOOT,21,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS T2 RT Copen,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,12,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row35,SKI_BOOT,18,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS T2 RT Copen,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,12,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row36,SKI_BOOT,19,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS T2 RT Copen,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,3,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row37,SKI_BOOT,15,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS T1 Copen,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,5,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row38,SKI_BOOT,16,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS T1 Copen,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,5,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row39,SKI_BOOT,17,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,ALP. BOOTS T1 Copen,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,30,PAIR_QUANTITY,,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row40,POLE,110,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,POLES RENTAL ANODIZED ADULT ALU,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,30,PAIR_QUANTITY,,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row41,POLE,115,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,POLES RENTAL ANODIZED ADULT ALU,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,30,PAIR_QUANTITY,,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row42,POLE,120,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,POLES RENTAL ANODIZED ADULT ALU,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,20,PAIR_QUANTITY,,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row43,POLE,125,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,POLES RENTAL ANODIZED ADULT ALU,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,10,PAIR_QUANTITY,,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row44,POLE,130,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,POLES RENTAL ANODIZED ADULT ALU,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,20,PAIR_QUANTITY,,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row45,POLE,75,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,POLES RENTAL ANODIZED JR ALU,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,20,PAIR_QUANTITY,,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row46,POLE,85,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,POLES RENTAL ANODIZED JR ALU,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,20,PAIR_QUANTITY,,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row47,POLE,95,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,POLES RENTAL ANODIZED JR ALU,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,40,PAIR_QUANTITY,,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row48,POLE,105,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,POLES RENTAL ANODIZED JR ALU,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,20,ASSET_BOARD,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row53,SNOWBOARD,145,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,BOARD WILD CARD,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,30,ASSET_BOARD,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row54,SNOWBOARD,150,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,BOARD WILD CARD,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,30,ASSET_BOARD,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row55,SNOWBOARD,155,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,BOARD WILD CARD,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,20,ASSET_BOARD,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row56,SNOWBOARD,160,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,BOARD WILD CARD,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,10,ASSET_BOARD,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row57,SNOWBOARD,165,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,BOARD WILD CARD,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,10,ASSET_BOARD,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row58,SNOWBOARD,135,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,BOARD LIBERTY,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,10,ASSET_BOARD,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row59,SNOWBOARD,140,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,BOARD LIBERTY,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,5,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row60,SNOWBOARD_BOOT,22.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,SNOW BOOTS FACTION RTL BOA BLACK/BLUE,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,10,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row61,SNOWBOARD_BOOT,23.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,SNOW BOOTS FACTION RTL BOA BLACK/BLUE,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,15,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row62,SNOWBOARD_BOOT,24.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,SNOW BOOTS FACTION RTL BOA BLACK/BLUE,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,25,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row63,SNOWBOARD_BOOT,25.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,SNOW BOOTS FACTION RTL BOA BLACK/RED,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,25,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row64,SNOWBOARD_BOOT,26.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,SNOW BOOTS FACTION RTL BOA BLACK/RED,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,25,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row65,SNOWBOARD_BOOT,27.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,SNOW BOOTS FACTION RTL BOA BLACK/RED,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,20,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row66,SNOWBOARD_BOOT,28.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,SNOW BOOTS FACTION RTL BOA BLACK/YELLOW,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,10,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row67,SNOWBOARD_BOOT,29.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,SNOW BOOTS FACTION RTL BOA BLACK/YELLOW,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,5,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row68,SNOWBOARD_BOOT,30.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,SNOW BOOTS FACTION RTL BOA BLACK/YELLOW,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,3,ASSET_PAIR,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row69,SNOWBOARD_BOOT,31.5,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,SNOW BOOTS FACTION RTL BOA BLACK/YELLOW,
SHOP_RECEIPT,ADD,OWNER_REQUIRED_MODEL_ID,2026/27,OWNER_REQUIRED_VARIANT_ID,,15,ASSET_BOARD,OWNER_REQUIRED_ASSET_IDS,OWNER_REQUIRED_STORE,【(株)Yuge 山形蔵王】新店舗投入予定明細_20260914.xlsx,row73,SNOWBOARD,100,OWNER_REQUIRED_TIER,,UNVERIFIED,SALOMON,BOARD EL CAPITAN,
